title,year,mileage,price,location,transmission,enginePower,color,model,engineCapacity,fuelType,painted,changed,paintedCount,changedCount
"Km de 2,50 TL ile  Civic 1.5 i-VTEC Executive Plus ov 182 hp 2020 Model  KDV li son teknolojili",2020,70.000,999.999 TL,"Mersin, Yenişehir",Otomatik,182 hp,Siyah,1.5 i-VTEC Executive Plus,1498 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk","Sağ Ön Kapı; Motor Kaputu",9,2
Sahibinden Honda Civic 1.5 i-VTEC RS 2017 Model,2017,140.000,1.215.000 TL,"Bursa, Yıldırım",Otomatik,182 hp,Kırmızı,1.5 i-VTEC RS,1498 cc,Benzin,Ön Tampon,"Motor Kaputu; Sol Ön Çamurluk",1,2
Sahibinden Honda Civic 1.5 i-VTEC Executive Plus 2023 Model,2023,44.500,1.730.000 TL,"İstanbul, Beylikdüzü",Otomatik,176 - 200 HP,Gri (Gümüş),1.5 i-VTEC Executive Plus,1401 - 1600 cm3,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2024 Model,2024,9.200,1.840.000 TL,"Eskişehir, Tepebaşı",Otomatik,126 - 150 HP,Kırmızı,1.5 i-VTEC Eco Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Elegance 2020 Model,2020,176.000,1.200.000 TL,"Denizli, Merkezefendi",Otomatik,182 hp,Füme,1.5 i-VTEC Elegance,1498 cc,Benzin,,,0,0
Civic 1.5 i-VTEC Eco Premium 2021 Model 2022 Mart çıkışlı,2021,39.850,1.485.000 TL,"Erzurum, Yakutiye",Otomatik,129 hp,Gri,1.5 i-VTEC Eco Premium,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2024 Model,2024,7.500,1.984.000 TL,"İzmir, Bayraklı",Otomatik,129 hp,Gri,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
2017 CİVİC 1.5 182hp RS HATASIZ BOYASIZ TRAMERSİZ 225 BİNDE EKS.,2017,225.000,1.045.000 TL,"Mardin, Artuklu",Otomatik,182 hp,Siyah,1.5 i-VTEC RS,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC RS 2017 Model,2017,176.000,1.170.000 TL,"Bingöl, Merkez",Otomatik,182 hp,Siyah,1.5 i-VTEC RS,1498 cc,Benzin,Sağ Ön Çamurluk,,1,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2023 Model,2023,23.000,1.875.000 TL,"Hatay, Dörtyol",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2023 Model,2023,36.500,1.900.000 TL,"Adana, Sarıçam",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2024 Model Ankara,2024,6.010,2.010.000 TL,"Ankara, Mamak",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC RS 2019 Model,2019,69.100,1.365.000 TL,"İstanbul, Esenyurt",Otomatik,182 hp,Siyah,1.5 i-VTEC RS,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2024 Model,2024,7.000,2.100.000 TL,"Muğla, Milas",Otomatik,129 hp,Gri (metalik),1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2022 Model,2022,34.000,1.750.000 TL,"Erzurum, Palandöken",Otomatik,129 hp,Gri,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Premium 2022 Model,2022,93.000,1.415.000 TL,"Batman, Merkez",Otomatik,129 hp,Füme,1.5 i-VTEC Eco Premium,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC RS 2018 Model,2018,162.000,1.040.000 TL,"Gaziantep, Şahinbey",Otomatik,182 hp,Beyaz,1.5 i-VTEC RS,1498 cc,Benzin,Sol Ön Çamurluk,,1,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2021 Model,2021,30.000,1.740.000 TL,"Ankara, Sincan",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2024 Model,2024,11.000,1.960.000 TL,"İzmir, Bergama",Otomatik,129 hp,Gri (metalik),1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2021 Model,2021,16.000,1.660.000 TL,"Bursa, İnegöl",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2023 Model,2023,26.015,1.800.000 TL,"İstanbul, Ümraniye",Otomatik,-,Gri (Gümüş),1.5 i-VTEC Eco Executive Plus,1401 - 1600 cm3,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Premium 2022 Model,2022,77.000,1.480.000 TL,"Eskişehir, Tepebaşı",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Premium,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Elegance 2022 Model,2022,41.000,1.520.000 TL,"Ankara, Etimesgut",Otomatik,182 hp,Beyaz,1.5 i-VTEC Elegance,1498 cc,Benzin,"Sağ Arka Kapı; Sağ Ön Kapı",Sağ Ön Çamurluk,2,1
2021 HONDA CİVİC EXECUTİVE PLUS 182 HP %1.59 KREDİ İMKANI,2021,56.000,1.570.000 TL,"İstanbul, Kadıköy",Otomatik,182 hp,Füme,1.5 i-VTEC Executive Plus,1498 cc,Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı",,2,0
Sahibinden Honda Civic 1.5 i-VTEC Executive Plus 2022 Model İstanbul,2022,21.000,1.749.000 TL,"İstanbul, Beylikdüzü",Otomatik,182 hp,Kırmızı,1.5 i-VTEC Executive Plus,1498 cc,Benzin,,,0,0
OTOKOÇ 2.EL GAZİANTEP'TEN CIVIC 1.5 VTEC TURBO ELEGANCE SUNROOF,2021,119.855,1.265.000 TL,"Gaziantep, Şehitkamil",Otomatik,176 - 200 HP,Beyaz,1.5 i-VTEC Elegance,1401 - 1600 cm3,Benzin,"Sağ Arka Kapı; Sağ Ön Kapı; Sol Ön Çamurluk",,3,0
Sahibinden Honda Civic 1.5 i-VTEC Executive Plus 2020 Model,2020,120.000,1.415.000 TL,"Konya, Selçuklu",Otomatik,182 hp,Füme,1.5 i-VTEC Executive Plus,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC RS 2018 Model,2018,102.000,1.400.000 TL,"Kırıkkale, Merkez",Otomatik,182 hp,Kırmızı,1.5 i-VTEC RS,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Sport 2017 Model,2017,165.000,910.000 TL,"İstanbul, Başakşehir",Otomatik,182 hp,Beyaz,1.5 i-VTEC Sport,1498 cc,Benzin,,Motor Kaputu,0,1
760BİN TL 24AY VADE/KREDİ İMKANIYLA 1.5 VTEC SPORT CİVİC,2018,127.000,1.229.500 TL,"İstanbul, Beylikdüzü",Otomatik,182 hp,Kırmızı,1.5 i-VTEC Sport,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2022 Model,2022,39.000,1.750.000 TL,"Samsun, İlkadım",Otomatik,129 hp,Füme,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
İlk Sahibinden Honda Civic 1.5 i-VTEC Sport Plus 2019 Çıkışlı,2018,92.500,1.335.000 TL,"İstanbul, Maltepe",Otomatik,182 hp,Füme,1.5 i-VTEC Sport Plus,1498 cc,Benzin,,Ön Tampon,0,1
Sahibinden Honda Civic 1.5 i-VTEC RS 2017 Model,2017,162.000,1.152.000 TL,"Tekirdağ, Çerkezköy",Otomatik,182 hp,Siyah,1.5 i-VTEC RS,1498 cc,Benzin,Sol Ön Çamurluk,,1,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2021 Model,2021,43.000,1.690.000 TL,"Tekirdağ, Çorlu",Otomatik,129 hp,Kırmızı,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2021 Model,2021,51.000,1.550.000 TL,"İstanbul, Kartal",Otomatik,129 hp,Kırmızı,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,Arka Tampon,0,1
2023 HONDA CIVIC 1.5 VTEC ECO EXECUTIVE PLUS+SUNROOF+ISITMA+K.ŞA,2023,86.500,1.690.000 TL,"İzmir, Gaziemir",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Memurdan Temiz Aile Arabası Son Fiyat,2023,27.500,1.740.000 TL,"Şanlıurfa, Haliliye",Otomatik,129 hp,Gri,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
CİVİC 1.5 SPORT PLUS/YETKİLİ SERVİS BAKIMLI/İNGİLTERE ÜRETİMİ,2018,84.000,1.375.000 TL,"İstanbul, Ümraniye",Otomatik,182 hp,Beyaz,1.5 i-VTEC Sport Plus,1498 cc,Benzin,Arka Tampon,Sağ Ön Çamurluk,1,1
İlk Sahibinden Honda Civic 1.5 i-VTEC Executive Plus 2022 Model,2022,10.250,1.820.000 TL,"Gaziantep, Şahinbey",Otomatik,182 hp,Gri,1.5 i-VTEC Executive Plus,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Sport 2017 Model,2017,139.500,1.175.000 TL,"Ankara, Çankaya",Otomatik,182 hp,Beyaz,1.5 i-VTEC Sport,1498 cc,Benzin,,Sağ Ön Çamurluk,0,1
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2021 Model,2021,118.000,1.375.000 TL,"Batman, Kozluk",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
Honda Civic 1.5 VTEC Eco Elegance Plus 8 Bin'de Hatasız Boyasız Fabrika Çıkışlı Benzin LPG
Araçın Yedek Anahtarı Kitapçığı Herşeyi Mevcut 2025 Çıkışlı,2024,8.000,1.880.000 TL,"Muş, Merkez",Otomatik,,Beyaz,1.5 i-VTEC Eco Elegance,,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Elegance 2020 Model,2020,59.000,1.345.000 TL,"Malatya, Yeşilyurt",Otomatik,182 hp,Beyaz,1.5 i-VTEC Elegance,1498 cc,Benzin,Arka Kaput,,1,0
Sahibinden Honda Civic 1.5 i-VTEC Sport Plus 2018 Model,2018,105.000,1.410.000 TL,"Gaziantep, Şahinbey",Otomatik,182 hp,Beyaz,1.5 i-VTEC Sport Plus,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Executive Plus 2020 Model,2020,44.000,1.465.000 TL,"İstanbul, Beşiktaş",Otomatik,182 hp,Mavi,1.5 i-VTEC Executive Plus,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2023 Model,2023,19.000,1.750.000 TL,"Kocaeli, Gebze",Otomatik,129 hp,Mavi,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2022 Model,2022,38.000,1.780.000 TL,"Denizli, Merkezefendi",Otomatik,129 hp,Gri (metalik),1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2021 Model,2021,66.000,1.600.000 TL,"Kocaeli, Gebze",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
Honda Civic 1.5 i-VTEC Sport Plus 182 BG 2020 Model  66.000 km K.K 12 TAKSİT,2020,66.054,1.435.000 TL,"İzmir, Gaziemir",Otomatik,182 hp,Beyaz,1.5 i-VTEC Sport Plus,1498 cc,Benzin,Sağ Ön Çamurluk,,1,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2022 Model,2022,25.000,1.770.000 TL,"Kahramanmaraş, Göksun",Otomatik,129 hp,Kırmızı,1.5 i-VTEC Eco Executive Plus,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2021 Model,2021,45.500,1.780.000 TL,"Sivas, Merkez",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Hatasız boyasız en dolusu araç,2024,6.250,1.980.000 TL,"İstanbul, Başakşehir",Otomatik,129 hp,Füme,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Premium 2021 Model,2021,65.000,1.460.000 TL,"İstanbul, Başakşehir",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Premium,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2021 Model,2021,41.000,1.630.000 TL,"Ankara, Etimesgut",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
BOYASIZ- DEĞİŞENSİZ-TRAMERSİZ SAHİBİNDEN ***BEYAZ***l,2021,47.900,1.470.000 TL,"Konya, Karatay",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Premium,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2022 Model,2022,19.000,1.699.999 TL,"İstanbul, Avcılar",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Executive Plus 2023 Model Aydın,2023,40.000,1.810.000 TL,"Aydın, Efeler",Otomatik,182 hp,Beyaz,1.5 i-VTEC Executive Plus,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Sport 2018 Model,2018,92.000,1.295.000 TL,"Sakarya, Adapazarı",Otomatik,182 hp,Siyah,1.5 i-VTEC Sport,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Elegance 2020 Model,2020,92.000,1.325.000 TL,"Adana, Seyhan",Otomatik,182 hp,Füme,1.5 i-VTEC Elegance,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Elegance 2020 Model,2020,125.000,1.079.000 TL,"İzmir, Karşıyaka",Otomatik,182 hp,Füme,1.5 i-VTEC Elegance,1498 cc,Benzin,Sağ Ön Kapı,Sağ Ön Çamurluk,1,1
Sahibinden Honda Civic 1.5 i-VTEC RS 2017 Model,2017,184.300,1.100.000 TL,"Konya, Selçuklu",Otomatik,182 hp,Kırmızı,1.5 i-VTEC RS,1498 cc,Benzin,"Sağ Ön Çamurluk; Motor Kaputu",,2,0
HATASİZ BOYASIZ DEGİŞENSİZ VTECC FE1 KASA,2022,33.500,1.695.000 TL,"İstanbul, Üsküdar",Otomatik,129 hp,Siyah,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
Son 5 gün. İlk Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus Ekim 2023 Model,2023,20.200,1.789.000 TL,"Ankara, Pursaklar",Otomatik,129 hp,Gri (Gümüş),1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC RS 2017 Model,2017,111.000,1.425.000 TL,"Bilecik, Bozüyük",Otomatik,182 hp,Beyaz,1.5 i-VTEC RS,1498 cc,Benzin,Sol Ön Kapı,Ön Tampon,1,1
Sahibinden Honda Civic 1.5 i-VTEC RS 2018 Model,2018,103.000,1.299.999 TL,"İstanbul, Başakşehir",Otomatik,182 hp,Siyah,1.5 i-VTEC RS,1498 cc,Benzin,Sağ Ön Çamurluk,Ön Tampon,1,1
Sahibinden Honda Civic 1.5 i-VTEC Eco Premium 2022 Model,2022,25.000,1.575.000 TL,"Kayseri, Kocasinan",Otomatik,129 hp,Beyaz,1.5 i-VTEC Eco Premium,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC RS 2017 Model,2017,104.000,1.275.000 TL,"Mardin, Midyat",Otomatik,182 hp,Beyaz,1.5 i-VTEC RS,1498 cc,Benzin,,Sağ Ön Çamurluk,0,1
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2022 Model,2022,33.500,1.780.000 TL,"Ankara, Gölbaşı",Otomatik,129 hp,Gri (Gümüş),1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,Sol Arka Çamurluk,,1,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2024 Model,2024,8.500,1.875.000 TL,"Ankara, Keçiören",Otomatik,129 hp,Füme,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Executive Plus 2022 Model,2022,33.500,1.780.000 TL,"Ankara, Gölbaşı",Otomatik,129 hp,Gri (Gümüş),1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,Sol Arka Çamurluk,,1,0
Sahibinden Honda Civic 1.5 i-VTEC Eco Elegance 2024 Model,2024,8.500,1.875.000 TL,"Ankara, Keçiören",Otomatik,129 hp,Füme,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC RS 2017 Model,2017,88.000,1.420.000 TL,"Kırklareli, Merkez",Otomatik,182 hp,Kırmızı,1.5 i-VTEC RS,1498 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.5 i-VTEC Executive Plus 2023 Model Erzurum,2023,19.550,1.770.000 TL,"Erzurum, Palandöken",Otomatik,182 hp,Mavi (metalik),1.5 i-VTEC Executive Plus,1498 cc,Benzin,,,0,0
2024 HONDA CIVIC 1.5 VTEC ECO TURBO EXECUTIVE PLUS LPG 12.114KM,2024,12.114,1.950.000 TL,"Aydın, Efeler",Otomatik,129 hp,Füme,1.5 i-VTEC Eco Executive Plus,1498 cc,LPG & Benzin,,,0,0
59.000 KM'de YETKİLİ SERVİS BAKIMLI 1.5 VTEC ECO ELEGANCE,2021,59.000,1.539.000 TL,"İstanbul, Bağcılar",Otomatik,129 hp,Siyah,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
SÖZ1 MOTORS dan Honda Civic 1.5 VTEC Eco Turbo Elegance CVT,2022,95.000,1.500.000 TL,"Elazığ, Merkez",Otomatik,129 hp,Kırmızı,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,,0,0
YETKİLİ SERVİS BAKIMLI ECO ELEGANCE MÜKEMMEL TEMİZLİKTE,2021,72.000,1.449.000 TL,"İstanbul, Bağcılar",Otomatik,129 hp,Siyah,1.5 i-VTEC Eco Elegance,1498 cc,LPG & Benzin,,Arka Kaput,0,1
43 BİNDE DEĞİŞENSİZ TEK LOKAL MASRAFSIZ,2022,44.000,1.335.000 TL,"Hatay, Antakya",Otomatik,176 - 200 HP,Kırmızı,1.5 i-VTEC Elegance,1401 - 1600 cm3,Benzin,,,0,0
17.000km NOKTA HATASIZ SIFIR TADINDA,2023,17.000,1.725.000 TL,"Manisa, Kula",Otomatik,182 hp,Beyaz,1.5 i-VTEC Elegance,1498 cc,Benzin,,,0,0
Doktordan temiz safkan benzin bakımlı Honda Civic,2006,209.500,575.000 TL,"Mersin, Tarsus",Düz,110 hp,Bej,1.6 LS,1590 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Arka Tampon",,4,0
ÖMÜR MOTORS'TAN TAKSİT SÇNKLİ HONDA CİVİC SANROOF OTOMATİK VTS,2005,259.805,525.000 TL,"İstanbul, Bağcılar",Otomatik,110 hp,Kırmızı,1.6 i ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu","Sağ Ön Çamurluk; Sol Ön Çamurluk",9,2
KUPON - DOLU DOLU - 1.6 İ ES,1998,315.000,440.000 TL,"Bursa, Yıldırım",Düz,125 hp,Gri,1.6 i ES,1590 cc,LPG & Benzin,,"Sağ Arka Çamurluk; Motor Kaputu; Sol Ön Çamurluk",0,3
KUPON - DOLU DOLU - 1.6 İ ES,1998,275.000,440.000 TL,"Bursa, Yıldırım",Düz,125 hp,Gri,1.6 i ES,1590 cc,LPG & Benzin,,"Motor Kaputu; Sol Ön Çamurluk",0,2
Sahibinden Honda Civic 1.6 i ES 2000 Model,2000,336.000,420.000 TL,"Antalya, Alanya",Düz,125 hp,Şampanya,1.6 i ES,1590 cc,LPG & Benzin,,"Sağ Ön Çamurluk; Sol Ön Çamurluk",0,2
Sahibinden Honda Civic 1.6 Elegance 2011 Model,2011,6.002,525.000 TL,"Hatay, İskenderun",Düz,125 hp,Siyah,1.6 Elegance,1595 cc,LPG & Benzin,,,0,0
Acil satılık,1994,320.000,215.000 TL,"Sakarya, Adapazarı",Düz,125 hp,Beyaz,1.6 Si,1590 cc,LPG & Benzin,"Sol Ön Kapı; Motor Kaputu",Sağ Arka Kapı,2,1
HONDA CIVIC 1.6İ ES BENZİN&LPG EKSTRALI !!,2000,310.500,457.500 TL,"Manisa, Soma",Düz,125 hp,Şampanya,1.6 i ES,1590 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i ES 1999 Model,1999,299.000,392.500 TL,"İstanbul, Üsküdar",Otomatik,125 hp,Lacivert,1.6 i ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Ön Tampon; Arka Tampon","Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",10,3
Sahibinden Honda Civic 1.6 i ES 2001 Model,2001,281.000,430.000 TL,"İzmir, Bornova",Düz,125 hp,Şampanya,1.6 i ES,1590 cc,Benzin,,Sağ Ön Çamurluk,0,1
MANUEL AİR SES SİSTEMİ VAREX KURULU İES,1999,310.000,429.000 TL,"Kayseri, Melikgazi",Düz,125 hp,Gri,1.6 i ES,1590 cc,LPG & Benzin,Sağ Ön Kapı,"Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",1,3
Sahibinden degişen siz otomatikHonda Civic 1.6 i ES 2001 Model,2001,298.000,425.000 TL,"Ankara, Sincan",Otomatik,125 hp,Gri (Gümüş),1.6 i ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",,10,0
Sahibinden Honda Civic 1.6 LS 2002 Model,2002,330.000,395.000 TL,"Sakarya, Karasu",Düz,110 hp,Gri,1.6 LS,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sol Arka Kapı; Sol Ön Kapı; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon","Sağ Ön Kapı; Sağ Ön Çamurluk",10,2
1999 OTOMATİK HONDA CİVİC KLİMA 4 CAM OTOMATİK TEMİZ MASRAFSIZ,1999,333.000,289.000 TL,"İstanbul, Bahçelievler",Otomatik,76 - 100 HP,Gri,1.6 LS,1401 - 1600 cm3,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",,10,0
162BİN KM ORİJİNAL BOYASIZ DEĞİŞENSİZ,2006,169.000,640.000 TL,"İzmir, Bayraklı",Düz,110 hp,Diğer,1.6 LS,1590 cc,LPG & Benzin,"Ön Tampon; Arka Tampon",,2,0
Sahibinden Honda Civic 1.6 Elegance 2008 Model,2008,249.000,530.000 TL,"Gaziantep, Şehitkamil",Düz,125 hp,Gri,1.6 Elegance,1595 cc,LPG & Benzin,,"Sağ Ön Çamurluk; Motor Kaputu",0,2
Sahibinden Honda Civic 1.6 i ES 1998 Model,1998,307.000,345.000 TL,"Kayseri, Melikgazi",Düz,125 hp,Gri (Gümüş),1.6 i ES,1590 cc,LPG & Benzin,,,0,0
HONDA CİVİC 1.6 TAM GÜVENLİK SANRUF SES SİSTEMİ,1998,361.000,345.000 TL,"Siirt, Merkez",Düz,125 hp,Beyaz,1.6 i ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Arka Tampon","Arka Kaput; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk",8,4
Tertemiz 9 yillik ve 3. Sahibinden Klimali Honda Civic 1.6 i ES 2001 Model,2001,283.000,420.000 TL,"Kayseri, Melikgazi",Düz,125 hp,Beyaz,1.6 i ES,1590 cc,LPG & Benzin,"Sol Ön Kapı; Sol Ön Çamurluk; Ön Tampon; Arka Tampon","Arka Kaput; Sağ Arka Kapı; Sağ Ön Çamurluk",4,3
NACAR AUTO DAN,2001,337.000,385.000 TL,"Kahramanmaraş, Dulkadiroğlu",Düz,125 hp,Bej,1.6 i ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk","Motor Kaputu; Sol Ön Çamurluk",8,2
Sahibinden Honda Civic 1.6 GL 1990 Model,1990,260.000,170.000 TL,"Samsun, Atakum",Düz,110 hp,Kırmızı,1.6 GL,1590 cc,LPG & Benzin,,,0,0
HATASIZ 2000 İES 1.6 KUSURSUZ CAM GİBİ,2000,280.000,425.750 TL,"İzmir, Ödemiş",Düz,125 hp,Bej,1.6 i ES,1590 cc,LPG & Benzin,,,0,0
MRL GARAJDAN OTOMATIK HONDA CIVIC SANRUFLU,1991,340.000,134.750 TL,"İstanbul, Gaziosmanpaşa",Otomatik,110 hp,Kırmızı,1.6 1.6i,1590 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i ES 2004 Model,2004,290.000,565.000 TL,"Kayseri, Melikgazi",Otomatik,110 hp,Bej,1.6 i ES,1590 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 Premium 2009 Model,2009,187.000,670.000 TL,"Çanakkale, Merkez",Düz,125 hp,Siyah,1.6 Premium,1595 cc,LPG & Benzin,,,0,0
