title,year,mileage,price,location,transmission,enginePower,color,model,engineCapacity,fuelType,painted,changed,paintedCount,changedCount
Sahibinden Honda Civic 1.6 i-VTEC Premium 2011 Model,2011,208.000,699.999 TL,"İstanbul, Zeytinburnu",Otomatik,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,Benzin,Sol Ön Kapı,Sağ Ön Kapı,1,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2017 Model,2017,133.000,1.250.000 TL,"Kayseri, Melikgazi",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,107.000,1.050.000 TL,"Muş, Malazgirt",Otomatik,125 hp,Gri,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,Sol Arka Kapı,,1,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2016 Model,2016,150.000,1.135.000 TL,"Mersin, Tarsus",Otomatik,125 hp,Gri (metalik),1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
Kemal bey’e 3 günlüğüne  opsiyonlanmıştır. ACİL SATILIK Honda Civic,2017,146.000,1.100.000 TL,"Mardin, Derik",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2017 Model,2017,78.000,1.270.000 TL,"Siirt, Merkez",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,Sol Ön Kapı,,1,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2014 Model TAM OTOMATİK HATASIZ,2014,128.000,1.125.000 TL,"Ankara, Sincan",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,360.000,475.000 TL,"Erzurum, Palandöken",Otomatik,125 hp,Gri,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,"Sağ Arka Kapı; Sol Ön Kapı",0,2
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2018 Model,2018,120.000,1.350.000 TL,"İstanbul, Beylikdüzü",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden 21 Ayrı Çeşit Aksesuar Ekstralı Honda Civic 1.6 i-VTEC Eco Executive 2020 Model,2020,58.000,1.550.000 TL,"İzmir, Bornova",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,"Sağ Ön Kapı; Sol Arka Kapı; Sağ Ön Çamurluk",0,3
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2018 Model Adana,2018,95.000,1.350.000 TL,"Adana, Çukurova",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,Benzin,,Arka Tampon,0,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2020 Model,2020,48.000,1.455.000 TL,"Manisa, Salihli",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2010 Model,2010,205.000,635.000 TL,"Muğla, Marmaris",Düz,125 hp,Kahverengi,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sol Arka Kapı; Sol Ön Kapı",,2,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2020 Model,2020,47.000,1.520.000 TL,"Zonguldak, Ereğli",Otomatik,,Mavi,1.6 i-VTEC Eco Executive,,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2017 Model İstanbul,2017,88.000,1.220.000 TL,"İstanbul, Esenyurt",Yarı Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,Sağ Arka Çamurluk,Arka Tampon,1,1
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2017 Model,2017,186.000,1.130.000 TL,"Ankara, Sincan",Otomatik,125 hp,Bordo,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,"Sol Ön Kapı; Sol Ön Çamurluk",,2,0
ARAÇ SATILMIŞTIR YENİ SAHİBİNE HAYIRLI UĞURLU OLSUN İNSALLAH,2018,104.000,1.255.000 TL,"Mersin, Akdeniz",Otomatik,125 hp,Füme,1.6 i-VTEC Eco Executive,1597 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,253.000,859.000 TL,"Hatay, Antakya",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 2004 Model 2027 muayeneli akü yeni araç başında pazarlık olur,2004,358.500,439.000 TL,"Ankara, Mamak",Düz,110 hp,Bej,1.6 i-VTEC LS,1590 cc,LPG & Benzin,,"Motor Kaputu; Sol Ön Çamurluk",0,2
Sahibinden Honda Civic 1.6 i-VTEC ES 2004 Model,2004,297.000,610.000 TL,"Konya, Selçuklu",Otomatik,110 hp,Gri (Gümüş),1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk",Sol Arka Kapı,2,1
Sahibinden Honda Civic 1.6 i-VTEC Premium 2010 Model,2010,74.500,885.000 TL,"Balıkesir, Karesi",Otomatik,125 hp,Füme,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2021 Model,2021,104.300,1.430.000 TL,"Kayseri, Yeşilhisar",Yarı Otomatik,125 hp,Mavi (metalik),1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Dream 2007 Model,2007,211.000,630.000 TL,"Ankara, Yenimahalle",Düz,125 hp,Siyah,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sağ Arka Kapı; Sol Arka Kapı",,4,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2017 Model,2017,104.500,1.325.000 TL,"Manisa, Şehzadeler",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2011 Model,2011,169.950,800.000 TL,"Diyarbakır, Bağlar",Otomatik,125 hp,Gri,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,Sol Ön Kapı,,1,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,298.000,690.000 TL,"Eskişehir, Mihalıcçık",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2017 Model,2017,210.000,1.050.000 TL,"Kocaeli, Körfez",Yarı Otomatik,125 hp,Mavi,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",,8,0
Sahibinden Temiz Aile Araci Honda Civic 1.6 i-VTEC LS 2002 Model,2002,187.000,545.000 TL,"İstanbul, Başakşehir",Düz,110 hp,Gri (titanyum),1.6 i-VTEC LS,1590 cc,Benzin,,,0,0
Sahibinden Düşük Km Honda Civic Otomatik,2013,140.000,885.000 TL,"İstanbul, Bahçelievler",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Premium,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sol Ön Kapı; Sol Ön Çamurluk",Sol Arka Kapı,4,1
Sahibinden Honda Civic 1.6 i-VTEC Premium 2008 Model,2008,118.000,685.000 TL,"İstanbul, Fatih",Düz,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,Benzin,"Sol Arka Kapı; Sol Ön Kapı",,2,0
HONDA CİVİC ECO EXECUTİVE 2019 MODEL BENZİN LPG FABRİKA ÇIKIŞLI,2019,90.000,1.420.000 TL,"İstanbul, Ataşehir",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2016 Model,2016,227.000,965.000 TL,"Adana, Seyhan",Otomatik,125 hp,Siyah,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Honda Civic  Fd6 1 TAM 1 LOKAL BOYALI DEĞİŞENSİZ,2010,308.250,652.000 TL,"Tokat, Merkez",Otomatik,125 hp,Füme,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,Sol Ön Kapı,,1,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2015 Model,2015,178.400,980.000 TL,"Kocaeli, Derince",Otomatik,125 hp,Bordo,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2009 Model,2009,300.080,669.000 TL,"Kırıkkale, Merkez",Düz,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,Benzin,,"Sol Arka Çamurluk; Arka Tampon",0,2
ÖĞRETMENDEN İLK ELDEN 2018 TRAFİĞE ÇIKIŞLI TERTEMİZ HONDA,2017,125.000,1.230.000 TL,"Adıyaman, Merkez",Otomatik,-,Beyaz,1.6 i-VTEC Elegance,1401 - 1600 cm3,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2008 Model,2008,122.500,610.000 TL,"İstanbul, Sultangazi",Otomatik,125 hp,Gri (titanyum),1.6 i-VTEC Premium,1595 cc,Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2013 Model,2013,175.000,960.000 TL,"Mersin, Anamur",Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2012 Model,2012,208.000,720.000 TL,"Yalova, Altınova",Otomatik,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,Sol Ön Çamurluk,0,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2015 Model,2015,205.000,999.900 TL,"Tokat, Merkez",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2019 Model,2019,82.000,1.400.000 TL,"İstanbul, Ümraniye",Yarı Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sol Ön Çamurluk",,3,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2016 Model,2016,124.000,1.080.000 TL,"Gaziantep, İslahiye",Otomatik,125 hp,Füme,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2015 Model,2015,155.000,1.070.000 TL,"İzmir, Narlıdere",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2021 Model,2021,61.000,1.170.000 TL,"Samsun, Atakum",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,"Sol Arka Çamurluk; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",,5,0
Sahibinden Honda Civic 1.6 i-VTEC LS Elegance 2005 Model  236.000 km Gri (titanyum),2005,236.000,450.000 TL,"Kütahya, Simav",Düz,110 hp,Gri (metalik),1.6 i-VTEC LS Elegance,1590 cc,Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",Motor Kaputu,12,1
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2017 Model Mersin,2017,138.000,1.220.000 TL,"Mersin, Tarsus",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2008 Model,2008,335.000,525.000 TL,"İstanbul, Sultanbeyli",Düz,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu",Sol Ön Çamurluk,9,1
Sahibinden Honda Civic 1.6 i-VTEC ES 2005 Model  269.000 km Gri (titanyum),2005,269.000,609.000 TL,"İzmir, Konak",Otomatik,110 hp,Gri (titanyum),1.6 i-VTEC ES,1590 cc,Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı",,2,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2001 Model,2001,251.000,480.000 TL,"İstanbul, Pendik",Otomatik,110 hp,Beyaz,1.6 i-VTEC ES,1590 cc,LPG & Benzin,,Sağ Ön Kapı,0,1
Sahibinden Honda Civic 1.6 i-VTEC Premium 2009 Model,2009,226.000,597.000 TL,"Hatay, İskenderun",Otomatik,125 hp,Siyah,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Ön Tampon","Sağ Ön Çamurluk; Motor Kaputu",6,2
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2011 Model,2011,148.000,735.000 TL,"İstanbul, Kağıthane",Otomatik,125 hp,Füme,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",Sağ Arka Çamurluk,8,1
Sahibinden Honda Civic 1.6 i-VTEC LS 2005 Model,2005,204.000,555.000 TL,"İzmir, Bornova",Otomatik,110 hp,Gri,1.6 i-VTEC LS,1590 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2008 Model,2008,224.000,760.000 TL,"Ankara, Keçiören",Otomatik,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Dream 2007 Model,2007,271.000,605.000 TL,"Diyarbakır, Yenişehir",Düz,125 hp,Diğer,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sol Ön Çamurluk",,3,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2005 Model İstanbul,2005,255.000,650.000 TL,"Kocaeli, Gölcük",Otomatik,110 hp,Bej,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,12,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2019 Model,2019,78.000,1.410.000 TL,"Bursa, İnegöl",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ES 2004 Model,2004,260.000,550.000 TL,"Osmaniye, Düziçi",Otomatik,110 hp,Bej,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",Arka Kaput,11,1
ACİL ACİL Honda Civic 1.6 i-VTEC Elegance 2009 Model,2009,303.000,620.000 TL,"Konya, Selçuklu",Otomatik,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Ön Kapı; Sol Ön Çamurluk",Sağ Arka Kapı,2,1
Sahibinden Honda Civic 1.6 i-VTEC Premium 2011 Model,2011,149.000,770.000 TL,"İstanbul, Ataşehir",Otomatik,125 hp,Gri,1.6 i-VTEC Premium,1595 cc,Benzin,"Sağ Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı",,3,0
HATASIZ BOYASIZ AZ KMLI HONDA CIVIC ECO ELEGANCE FAB. BENZIN&LPG,2021,37.000,1.525.000 TL,"Samsun, Atakum",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Hatasız Boyasız Tramersiz 100 Bin Ekstralı,2021,46.000,1.550.000 TL,"Kırıkkale, Bahşili",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,274.000,655.000 TL,"Karabük, Merkez",Otomatik,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Arka Kaput; Sol Arka Çamurluk; Sol Arka Kapı; Sol Ön Kapı; Sol Ön Çamurluk; Ön Tampon; Arka Tampon","Sağ Arka Kapı; Sağ Ön Kapı",7,2
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2021 Model,2021,54.000,1.600.000 TL,"Bursa, Gemlik",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2020 Model,2020,68.000,1.430.000 TL,"İstanbul, Pendik",Otomatik,125 hp,Mavi,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,Arka Tampon,0,1
SAHİBİNDEN 2010 1.6iVTEC ELEGANCE FD6 SUNROOF F1OTOMATİK VSA LPG,2010,263.000,549.000 TL,"İstanbul, Kartal",Otomatik,125 hp,Beyaz,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2019 Model,2019,95.500,1.320.000 TL,"Ankara, Altındağ",Yarı Otomatik,125 hp,Füme,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,Sol Ön Çamurluk,,1,0
İlk Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2021 Model İstanbul,2021,41.000,1.560.000 TL,"İstanbul, Kağıthane",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Dream 2012 Model,2012,213.000,770.000 TL,"Kahramanmaraş, Onikişubat",Düz,125 hp,Beyaz,1.6 i-VTEC Dream,1595 cc,LPG & Benzin,Arka Tampon,,1,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2009 Model,2009,199.000,855.000 TL,"Düzce, Merkez",Otomatik,125 hp,Gri (titanyum),1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,Arka Kaput,,1,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2020 Model,2020,72.000,1.280.000 TL,"Kocaeli, Derince",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,"Arka Kaput; Motor Kaputu",0,2
YAMANLARDAN ONAYLI HATASIZ İLANDA,2013,162.000,1.045.000 TL,"Adana, Yüreğir",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,"Ön Tampon; Arka Tampon",,2,0
ACİL Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2018 Model Ankara,2018,35.000,1.245.000 TL,"Ankara, Yenimahalle",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,"Sol Arka Çamurluk; Sol Arka Kapı; Sağ Ön Çamurluk; Motor Kaputu",Sağ Arka Çamurluk,4,1
Sahibinden Honda Civic 1.6 i-VTEC ES 2001 Model,2001,278.000,445.000 TL,"Kayseri, Melikgazi",Otomatik,110 hp,Bej,1.6 i-VTEC ES,1590 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,290.000,560.000 TL,"Ankara, Çankaya",Otomatik,125 hp,Kahverengi,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Ön Tampon; Arka Tampon","Sağ Arka Çamurluk; Sol Arka Kapı; Sol Ön Çamurluk",9,3
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2007 Model,2007,347.000,610.000 TL,"Kahramanmaraş, Dulkadiroğlu",Otomatik,125 hp,Bej,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,Sol Ön Çamurluk,Motor Kaputu,1,1
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2012 Model,2012,135.000,885.000 TL,"Ankara, Çankaya",Düz,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1595 cc,LPG & Benzin,,"Motor Kaputu; Ön Tampon",0,2
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2009 Model Antalya,2009,153.000,810.000 TL,"Antalya, Kepez",Düz,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC LS 2003 Model,2003,228.500,438.000 TL,"Antalya, Kepez",Düz,110 hp,Mavi (metalik),1.6 i-VTEC LS,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Arka Kaput; Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Tavan; Sol Arka Kapı; Sol Ön Kapı; Sağ Ön Çamurluk; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon; Arka Tampon",,13,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2012 Model,2012,113.000,950.000 TL,"Bursa, Kestel",Düz,125 hp,Beyaz,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,Sol Arka Kapı,,1,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2016 Model,2016,90.000,1.160.000 TL,"Muğla, Menteşe",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,Sağ Ön Çamurluk,"Sol Arka Çamurluk; Ön Tampon",1,2
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2020 Model,2020,54.000,1.490.000 TL,"Mardin, Nusaybin",Otomatik,,Beyaz,1.6 i-VTEC ECO Elegance,,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2020 Model,2020,78.000,1.390.000 TL,"Malatya, Battalgazi",Yarı Otomatik,125 hp,Mavi (metalik),1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2009 Model,2009,248.000,750.000 TL,"Ankara, Çankaya",Otomatik,125 hp,Füme,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sağ Arka Kapı; Sağ Ön Kapı",Sol Ön Çamurluk,2,1
Sahibinden Honda Civic 1.6 i-VTEC ES 2003 Model,2003,323.000,465.000 TL,"Ankara, Altındağ",Otomatik,110 hp,Füme,1.6 i-VTEC ES,1590 cc,LPG & Benzin,"Sağ Arka Çamurluk; Ön Tampon; Arka Tampon",,3,0
Sahibinden Honda Civic 1.6 i-VTEC Eco Premium 2014 Model,2014,157.000,875.000 TL,"İstanbul, Sancaktepe",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Premium,1598 cc,LPG & Benzin,"Sağ Arka Kapı; Motor Kaputu; Sol Ön Çamurluk; Ön Tampon",,4,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2019 Model,2019,92.000,1.225.000 TL,"Bursa, Osmangazi",Yarı Otomatik,125 hp,Siyah,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,"Sağ Ön Çamurluk; Arka Tampon",,2,0
Sahibinden Honda Civic 1.6 i-VTEC Premium 2011 Model,2011,213.000,625.000 TL,"Ankara, Etimesgut",Otomatik,125 hp,Füme,1.6 i-VTEC Premium,1595 cc,LPG & Benzin,"Arka Kaput; Sol Ön Çamurluk","Sol Arka Kapı; Sol Ön Kapı",2,2
HATASIZ+MAKYAJLI KASA+DÜŞÜK KM+YETKİLİ SERVİS BAKIMLI+GARANTİLİ+EN FULL OLAN EXE PAKET,2020,42.000,1.590.000 TL,"Ankara, Keçiören",Otomatik,-,Füme,1.6 i-VTEC Eco Executive,1401 - 1600 cm3,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2015 Model,2015,106.750,1.090.000 TL,"Hakkari, Merkez",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,Arka Tampon,0,1
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2008 Model,2008,195.000,735.000 TL,"Sakarya, Adapazarı",Otomatik,125 hp,Siyah,1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Sol Arka Çamurluk; Sağ Arka Kapı; Sağ Ön Kapı; Sol Arka Kapı; Sol Ön Kapı; Sol Ön Çamurluk",,6,0
2004 Model Honda Civic 1.6 VTEC LS Manuel  226bin km,2004,226.000,610.000 TL,"Ankara, Sincan",Düz,110 hp,Gri (Gümüş),1.6 i-VTEC LS,1590 cc,LPG & Benzin,,Arka Kaput,0,1
Memurdan satılık Honda fc5,2017,180.000,1.062.000 TL,"İstanbul, Kağıthane",Yarı Otomatik,125 hp,Bordo,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,"Sağ Arka Çamurluk; Sol Arka Çamurluk; Sol Arka Kapı; Sağ Ön Çamurluk; Sol Ön Çamurluk",,5,0
Sahibinden Honda Civic 1.6 i-VTEC ECO Elegance 2016 Model,2016,106.500,1.100.000 TL,"Muğla, Milas",Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1598 cc,LPG & Benzin,,,0,0
İlk Sahibinden Kazasız boyasız Honda Civic 1.6 i-VTEC ECO Elegance 2016 Model,2016,111.000,1.210.000 TL,"Trabzon, Ortahisar",Yarı Otomatik,125 hp,Beyaz,1.6 i-VTEC ECO Elegance,1597 cc,LPG & Benzin,,,0,0
Sahibinden Honda Civic 1.6 i-VTEC Elegance 2008 Model,2008,240.000,755.750 TL,"Sakarya, Erenler",Otomatik,125 hp,Gri (Gümüş),1.6 i-VTEC Elegance,1595 cc,LPG & Benzin,"Arka Kaput; Sol Arka Çamurluk; Sağ Ön Kapı",Motor Kaputu,3,1
Sahibinden Honda Civic 1.6 i-VTEC Eco Executive 2019 Model,2019,83.000,1.441.000 TL,"Ankara, Sincan",Otomatik,125 hp,Beyaz,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
SAHİBİNDEN 21ÇIKIŞLI ECO EXECUTİVE,2020,93.500,1.475.000 TL,"Ankara, Gölbaşı",Otomatik,125 hp,Mavi,1.6 i-VTEC Eco Executive,1597 cc,LPG & Benzin,,,0,0
